PUBMED_ID,URI,TRAIT
25035420,http://www.ebi.ac.uk/efo/EFO_0005055,QRS duration
25038754,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
25042611,http://www.ebi.ac.uk/efo/EFO_0005845,hemoglobin A2 measurement
25042611,http://www.orpha.net/ORDO/Orphanet_232,sickle cell anemia
25043464,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
25044411,http://www.ebi.ac.uk/efo/EFO_0004314,forced expiratory volume
25044758,http://www.ebi.ac.uk/efo/EFO_0005851,height-adjusted body mass index
25055868,http://www.ebi.ac.uk/efo/EFO_0004327,electrocardiography
25056061,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
25057126,http://www.ebi.ac.uk/efo/EFO_0005890,osteoarthritis biomarker measurement
25060954,http://purl.obolibrary.org/obo/GO_0007605,sensory perception of sound
25064007,http://www.ebi.ac.uk/efo/EFO_0005895,ossification of the posterior longitudinal ligament of the spine
25064009,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
25072098,http://www.ebi.ac.uk/efo/EFO_0004318,smoking behavior
25072098,http://www.ebi.ac.uk/efo/EFO_0006520,carbon monoxide exhalation measurement
25080503,http://www.ebi.ac.uk/efo/EFO_0005918,osteoprotegerin measurement
25082827,http://www.ebi.ac.uk/efo/EFO_0000729,ulcerative colitis
25085501,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
25085501,http://www.ebi.ac.uk/efo/EFO_0005854,allergic rhinitis
25086665,http://www.ebi.ac.uk/efo/EFO_0002618,pancreatic carcinoma
25087078,http://www.ebi.ac.uk/efo/EFO_0000474,epilepsy
25089948,http://purl.obolibrary.org/obo/GO_1903491,response to simvastatin
25089948,http://www.ebi.ac.uk/efo/EFO_0006899,PCSK9 protein measurement
25096241,http://www.ebi.ac.uk/efo/EFO_0004308,leukocyte count
25096241,http://www.ebi.ac.uk/efo/EFO_0004833,neutrophil count
25096241,http://www.ebi.ac.uk/efo/EFO_0005091,monocyte count
25096692,http://www.ebi.ac.uk/efo/EFO_0006345,response to phenytoin
25096692,http://www.ebi.ac.uk/efo/EFO_0006346,severe cutaneous adverse reaction
25101718,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
25101718,http://www.ebi.ac.uk/efo/EFO_0006347,pulmonary artery enlargement
25102180,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
25105248,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
25108383,http://www.ebi.ac.uk/efo/EFO_0004209,hypospadias
25108386,http://www.orpha.net/ORDO/Orphanet_3437,Vogt-Koyanagi-Harada disease
25109461,http://www.ebi.ac.uk/efo/EFO_0005271,sleep duration
25111785,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
25117820,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
25117820,http://www.ebi.ac.uk/efo/EFO_0005942,chemotherapy-induced hypertension
25117820,http://www.ebi.ac.uk/efo/EFO_0005943,response to bevacizumab
25117820,http://www.ebi.ac.uk/efo/EFO_0005944,cumulative dose response to bevacizumab
25129146,http://www.ebi.ac.uk/efo/EFO_0005922,esophageal squamous cell carcinoma
25130324,http://www.ebi.ac.uk/efo/EFO_0005852,Heschl's gyrus morphology measurement
25133637,http://www.ebi.ac.uk/efo/EFO_0004339,body height
25133637,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
25133637,http://www.ebi.ac.uk/efo/EFO_0005935,overweight body mass index status
25133637,http://www.ebi.ac.uk/efo/EFO_0005936,underweight body mass index status
25133637,http://www.ebi.ac.uk/efo/EFO_0005937,longitudinal BMI measurement
25134534,http://www.orpha.net/ORDO/Orphanet_398934,malignant epithelial tumor of ovary
25138779,http://www.ebi.ac.uk/efo/EFO_0005938,congenital left-sided heart lesions
25138779,http://www.ebi.ac.uk/efo/EFO_0005939,parental genotype effect measurement
25140149,http://www.ebi.ac.uk/efo/EFO_0006793,left inferior lateral ventricle volume measurement
25140149,http://www.ebi.ac.uk/efo/EFO_0006794,cerebrospinal fluid biomarker measurement
25145502,http://www.ebi.ac.uk/efo/EFO_0000714,survival time
25145502,http://www.ebi.ac.uk/efo/EFO_0003060,non-small cell lung carcinoma
25147783,http://www.ebi.ac.uk/efo/EFO_0000712,stroke
25147783,http://www.ebi.ac.uk/efo/EFO_0004843,vitamin B measurement
25158072,http://www.ebi.ac.uk/efo/EFO_0004242,obsessive-compulsive disorder
25158072,http://www.ebi.ac.uk/efo/EFO_0004895,Tourette syndrome
25162662,http://www.ebi.ac.uk/efo/EFO_0004459,ferritin measurement
25173105,http://www.ebi.ac.uk/efo/EFO_0004190,open-angle glaucoma
25173106,http://www.ebi.ac.uk/efo/EFO_0004695,intraocular pressure measurement
25173107,http://www.ebi.ac.uk/efo/EFO_0004190,open-angle glaucoma
25186300,http://www.ebi.ac.uk/efo/EFO_0005949,antinuclear antibody measurement
25187353,http://purl.obolibrary.org/obo/GO_0097338,response to clozapine
25187353,http://purl.obolibrary.org/obo/HP_0012235,drug-induced agranulocytosis
25187374,http://www.ebi.ac.uk/efo/EFO_0004465,fasting blood glucose measurement
25188341,http://www.ebi.ac.uk/efo/EFO_0003862,dementia
25188341,http://www.ebi.ac.uk/efo/EFO_0005678,hippocampal sclerosis of aging
25188341,http://www.ebi.ac.uk/efo/EFO_0006790,cerebral amyloid angiopathy
25188341,http://www.ebi.ac.uk/efo/EFO_0006791,vascular brain injury
25188341,http://www.ebi.ac.uk/efo/EFO_0006792,Lewy body dementia
25188341,http://www.ebi.ac.uk/efo/EFO_0006797,neurofibrilliary tangles measurement
25188341,http://www.ebi.ac.uk/efo/EFO_0006798,neuritic plaque measurement
25188341,http://www.ebi.ac.uk/efo/EFO_0006799,Lewy body dementia measurement
25188341,http://www.ebi.ac.uk/efo/EFO_0006800,vascular brain injury measurement
25188341,http://www.ebi.ac.uk/efo/EFO_0006801,Alzheimer's disease neuropathologic change
25189868,http://www.ebi.ac.uk/efo/EFO_0004318,smoking behavior
25189868,http://www.ebi.ac.uk/efo/EFO_0004325,blood pressure
25189868,http://www.ebi.ac.uk/efo/EFO_0005671,smoking behaviour measurement
25189868,http://www.ebi.ac.uk/efo/EFO_0006335,systolic blood pressure
25189868,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
25189868,http://www.ebi.ac.uk/efo/EFO_0006525,cigarettes per day measurement
25189868,http://www.ebi.ac.uk/efo/EFO_0006526,pack-years measurement
25189868,http://www.ebi.ac.uk/efo/EFO_0006527,smoking status measurement
25192705,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
25192705,http://www.ebi.ac.uk/efo/EFO_0006521,calcium intake measurement
25194280,http://www.ebi.ac.uk/efo/EFO_0006352,laryngeal squamous cell carcinoma
25199915,http://www.ebi.ac.uk/efo/EFO_0004300,longevity
25201287,http://purl.obolibrary.org/obo/HP_0002900,hypokalemia
25201287,http://www.ebi.ac.uk/efo/EFO_0005202,response to hydrochlorothiazide
25201988,http://www.ebi.ac.uk/efo/EFO_0004784,self reported educational attainment
25208829,http://www.ebi.ac.uk/efo/EFO_0004631,vitamin D measurement
25208887,http://www.ebi.ac.uk/efo/EFO_0006309,plasma plasminogen measurement
25214527,http://purl.obolibrary.org/obo/GO_0036273,response to statin
25214527,http://www.ebi.ac.uk/efo/EFO_0004534,creatine kinase measurement
25217961,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
25217962,http://www.ebi.ac.uk/efo/EFO_0003767,inflammatory bowel disease
25217962,http://www.ebi.ac.uk/efo/EFO_0006315,thiopurine immunosuppressant-induced pancreatitis
25217962,http://www.ebi.ac.uk/efo/EFO_0006317,response to thiopurine
25218607,http://www.ebi.ac.uk/efo/EFO_0001378,multiple myeloma
25218607,http://www.ebi.ac.uk/efo/EFO_0006313,chemotherapy-induced oral mucositis
25218607,http://www.ebi.ac.uk/efo/EFO_0006314,response to high-dose melphalan
25221879,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
25221879,http://www.ebi.ac.uk/efo/EFO_0003892,pulmonary function measurement
25221879,http://www.ebi.ac.uk/efo/EFO_0004314,forced expiratory volume
25221879,http://www.ebi.ac.uk/efo/EFO_0005921,FEV change measurement
25223841,http://www.ebi.ac.uk/efo/EFO_0004609,treatment refractory schizophrenia
25223902,http://www.ebi.ac.uk/efo/EFO_0004465,fasting blood glucose measurement
25224454,http://www.ebi.ac.uk/efo/EFO_0004461,iron biomarker measurement
25226531,http://www.ebi.ac.uk/efo/EFO_0006316,infant expressive language ability
25231870,http://www.ebi.ac.uk/efo/EFO_0004703,age at menarche
25233373,http://purl.obolibrary.org/obo/HP_0000540,hypermetropia
25233373,http://purl.obolibrary.org/obo/HP_0000545,Myopia
25234806,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
25234806,http://www.ebi.ac.uk/efo/EFO_0005673,chronic mucus hypersecretion
25237182,http://www.ebi.ac.uk/efo/EFO_0001378,multiple myeloma
25240745,http://www.ebi.ac.uk/efo/EFO_0006312,mitochondrial DNA measurement
25241763,http://www.ebi.ac.uk/efo/EFO_0004832,optic disc size measurement
25241909,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
25241909,http://www.ebi.ac.uk/efo/EFO_0006505,chronic bronchitis
25245031,http://www.ebi.ac.uk/efo/EFO_0006522,asymmetrical dimethylarginine measurement
25245031,http://www.ebi.ac.uk/efo/EFO_0006523,symmetrical dimethylarginine measurement
25245031,http://www.ebi.ac.uk/efo/EFO_0006524,L-arginine measurement
25246029,http://www.ebi.ac.uk/efo/EFO_0001073,obesity
25246029,http://www.ebi.ac.uk/efo/EFO_0004570,bilirubin measurement
25246029,http://www.ebi.ac.uk/efo/EFO_0006506,hepatic lipid content measurement
25248455,http://www.ebi.ac.uk/efo/EFO_0000555,irritable bowel syndrome
25249183,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
25249183,http://www.ebi.ac.uk/efo/EFO_0006335,systolic blood pressure
25249183,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
25256105,http://www.ebi.ac.uk/efo/EFO_0006342,aggressive periodontitis
25256182,http://www.ebi.ac.uk/efo/EFO_0003870,brain aneurysm
25261932,http://www.ebi.ac.uk/efo/EFO_0000403,diffuse large b-cell lymphoma
25266886,http://www.ebi.ac.uk/efo/EFO_0004246,mucocutaneous lymph node syndrome
25266886,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
25266886,http://www.ebi.ac.uk/efo/EFO_0004872,inflammatory marker measurement
25271088,http://www.ebi.ac.uk/efo/EFO_0005093,hip circumference
25271088,http://www.ebi.ac.uk/efo/EFO_0006783,psychosocial stress measurement
25279986,http://www.ebi.ac.uk/efo/EFO_0000096,neoplasm of mature b-cells
25281659,http://www.ebi.ac.uk/efo/EFO_0006784,body height at birth
25281659,http://www.ebi.ac.uk/efo/EFO_0006785,infant body height
25281661,http://www.ebi.ac.uk/efo/EFO_0000292,bladder carcinoma
25282103,http://www.ebi.ac.uk/efo/EFO_0004339,body height
25284319,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
25288136,http://www.ebi.ac.uk/efo/EFO_0004330,coffee consumption
25288136,http://www.ebi.ac.uk/efo/EFO_0006782,cups of coffee per day measurement
25293881,http://www.ebi.ac.uk/efo/EFO_0006507,nicotine glucuronidation measurement
25293881,http://www.ebi.ac.uk/efo/EFO_0006508,cotinine glucuronidation measurement
25297839,http://www.ebi.ac.uk/efo/EFO_0006510,Herpes Zoster
25303641,http://www.ebi.ac.uk/efo/EFO_0006511,Kashin-Beck disease
25305756,http://www.ebi.ac.uk/efo/EFO_0004194,IgA glomerulonephritis
25310577,http://www.ebi.ac.uk/efo/EFO_0000220,acute lymphoblastic leukemia
25310821,http://www.orpha.net/ORDO/Orphanet_388,Hirschsprung disease
25317111,http://www.ebi.ac.uk/efo/EFO_0000400,diabetes mellitus
25317111,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
25317111,http://www.ebi.ac.uk/efo/EFO_0006344,medication adherence behavior
25317112,http://www.ebi.ac.uk/efo/EFO_0000217,gastritis
25325441,http://www.ebi.ac.uk/efo/EFO_0003918,obstructive sleep apnea
25327703,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
25328121,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
25328121,http://www.ebi.ac.uk/efo/EFO_0006512,angiographic measurement
25329471,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
25335168,http://www.ebi.ac.uk/efo/EFO_0006516,superior frontal gyrus grey matter volume measurement
25338677,http://www.ebi.ac.uk/efo/EFO_0002690,systemic lupus erythematosus
25338677,http://www.ebi.ac.uk/efo/EFO_0006517,interferon alpha measurement
25340798,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
25340798,http://www.ebi.ac.uk/efo/EFO_0004744,matrix metalloproteinase measurement
25340798,http://www.ebi.ac.uk/efo/EFO_0004749,CCL2 measurement
25340798,http://www.ebi.ac.uk/efo/EFO_0004751,CCL4 measurement
25340798,http://www.ebi.ac.uk/efo/EFO_0004810,interleukin-6 measurement
25340798,http://www.ebi.ac.uk/efo/EFO_0006514,Alzheimer's disease biomarker measurement
25340798,http://www.ebi.ac.uk/efo/EFO_0006515,angiotensin-converting enzyme measurement
25342443,http://www.ebi.ac.uk/efo/EFO_0005941,mammographic density measurement
25342443,http://www.ebi.ac.uk/efo/EFO_0006502,mammographic density percentage
25342443,http://www.ebi.ac.uk/efo/EFO_0006503,dense area measurement
25342443,http://www.ebi.ac.uk/efo/EFO_0006504,non-dense area measurement
25343990,http://www.ebi.ac.uk/efo/EFO_0006331,selenium measurement
25344690,http://purl.obolibrary.org/obo/HP_0002373,febrile seizures
25344690,http://www.ebi.ac.uk/efo/EFO_0006519,MMR-related febrile seizures
25350695,http://purl.obolibrary.org/obo/GO_0036273,response to statin
25350695,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
25352340,http://www.ebi.ac.uk/efo/EFO_0004459,ferritin measurement
25352340,http://www.ebi.ac.uk/efo/EFO_0004461,iron biomarker measurement
25352340,http://www.ebi.ac.uk/efo/EFO_0006332,serum iron measurement
25352340,http://www.ebi.ac.uk/efo/EFO_0006333,transferrin saturation measurement
25352340,http://www.ebi.ac.uk/efo/EFO_0006341,transferrin measurement
25352737,http://purl.obolibrary.org/obo/HP_0011141,age-related cataract
25352737,http://www.ebi.ac.uk/efo/EFO_0004847,age at onset
25353672,http://www.ebi.ac.uk/efo/EFO_0005941,mammographic density measurement
25364816,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
25364816,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy
25367360,http://purl.obolibrary.org/obo/HP_0000483,Astigmatism
25372704,http://www.ebi.ac.uk/efo/EFO_0004576,fetal hemoglobin measurement
25372704,http://www.orpha.net/ORDO/Orphanet_232,sickle cell anemia
25376901,http://www.ebi.ac.uk/efo/EFO_0004633,protein c measurement
25378290,http://www.ebi.ac.uk/efo/EFO_0005937,longitudinal BMI measurement
25378659,http://www.ebi.ac.uk/efo/EFO_0006796,very long-chain saturated fatty acid measurement
25383866,http://www.ebi.ac.uk/efo/EFO_0004337,intelligence
25383971,http://www.ebi.ac.uk/efo/EFO_0006789,typhoid fever
25385369,http://www.ebi.ac.uk/efo/EFO_0004333,episodic memory
25387704,http://www.ebi.ac.uk/efo/EFO_0004357,electroencephalogram measurement
25387704,http://www.ebi.ac.uk/efo/EFO_0006870,alpha wave measurement
25387704,http://www.ebi.ac.uk/efo/EFO_0006871,beta wave measurement
25387704,http://www.ebi.ac.uk/efo/EFO_0006872,delta wave measurement
25387704,http://www.ebi.ac.uk/efo/EFO_0006873,theta wave measurement
25387704,http://www.ebi.ac.uk/efo/EFO_0006883,alpha peak frequency measurement
25387706,http://www.ebi.ac.uk/efo/EFO_0006866,electrodermal activity measurement
25387706,http://www.ebi.ac.uk/efo/EFO_0006867,skin conductance level
25387706,http://www.ebi.ac.uk/efo/EFO_0006868,skin conductance response amplitude
25387706,http://www.ebi.ac.uk/efo/EFO_0006869,skin conductance response frequency
25387707,http://www.ebi.ac.uk/efo/EFO_0006874,antisaccade response measurement
25387708,http://www.ebi.ac.uk/efo/EFO_0006875,acoustic startle blink response measurement
25390645,http://www.ebi.ac.uk/efo/EFO_0006788,anxiety disorder
25407941,http://www.ebi.ac.uk/efo/EFO_0004232,eosinophilic esophagitis
25409777,http://www.ebi.ac.uk/efo/EFO_0003892,pulmonary function measurement
25410890,http://www.ebi.ac.uk/efo/EFO_0004325,blood pressure
25410890,http://www.ebi.ac.uk/efo/EFO_0006335,systolic blood pressure
25410890,http://www.ebi.ac.uk/efo/EFO_0006518,response to losartan
25411163,http://www.ebi.ac.uk/efo/EFO_0006795,serum VEGFR2 concentration measurement
25411281,http://www.ebi.ac.uk/efo/EFO_0004618,vitamin K measurement
25420145,http://www.ebi.ac.uk/efo/EFO_1000059,cervical artery dissection
25429064,http://www.ebi.ac.uk/efo/EFO_0004339,body height
25429627,http://www.ebi.ac.uk/efo/EFO_0003779,Hashimoto's thyroiditis
25429627,http://www.ebi.ac.uk/efo/EFO_0004237,Graves disease
25429627,http://www.ebi.ac.uk/efo/EFO_0006812,autoimmune thyroid disease
25431337,http://www.ebi.ac.uk/efo/EFO_0005536,nitric oxide exhalation measurement
25434496,http://www.ebi.ac.uk/efo/EFO_0004624,prostate specific antigen measurement
25436638,http://www.ebi.ac.uk/efo/EFO_0004748,thyroid stimulating hormone measurement
25442119,http://www.ebi.ac.uk/efo/EFO_0000253,amyotrophic lateral sclerosis
25451450,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
25451450,http://www.ebi.ac.uk/efo/EFO_0003821,migraine disorder
25456346,http://www.ebi.ac.uk/efo/EFO_0001358,post-traumatic stress disorder
25457201,http://www.ebi.ac.uk/efo/EFO_0006332,serum iron measurement
25457201,http://www.ebi.ac.uk/efo/EFO_0006341,transferrin measurement
25457201,http://www.ebi.ac.uk/efo/EFO_0006513,hereditary hemochromatosis
25461247,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
25461247,http://www.ebi.ac.uk/efo/EFO_0006904,response to efavirenz
25461247,http://www.ebi.ac.uk/efo/EFO_0006905,response to abacavir
25461247,http://www.ebi.ac.uk/efo/EFO_0006906,virologic response measurement
25468567,http://www.ebi.ac.uk/efo/EFO_0000220,acute lymphoblastic leukemia
25469926,http://www.ebi.ac.uk/efo/EFO_0005271,sleep duration
25475840,http://www.ebi.ac.uk/efo/EFO_0006864,breastfeeding duration
25476525,http://www.ebi.ac.uk/efo/EFO_0001359,type i diabetes mellitus
25476525,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy
25477429,http://www.ebi.ac.uk/efo/EFO_0006828,plasma renin activity measurement
25483131,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
25488688,http://www.ebi.ac.uk/efo/EFO_0004579,serum IgE measurement
25493955,http://www.ebi.ac.uk/efo/EFO_0003884,chronic kidney disease
25493955,http://www.ebi.ac.uk/efo/EFO_0006829,GFR change measurement
25493955,http://www.ebi.ac.uk/efo/EFO_0006836,rapid kidney function decline
25500335,http://www.ebi.ac.uk/efo/EFO_0005110,fatty acid measurement
25500335,http://www.ebi.ac.uk/efo/EFO_0006807,linoleic acid measurement
25500335,http://www.ebi.ac.uk/efo/EFO_0006808,arachidonic acid measurement
25500335,http://www.ebi.ac.uk/efo/EFO_0006809,docosapentaenoic acid measurement
25500335,http://www.ebi.ac.uk/efo/EFO_0006810,oleic acid measurement
25500335,http://www.ebi.ac.uk/efo/EFO_0006811,linolenic acid measurement
25503805,http://purl.obolibrary.org/obo/HP_0001873,thrombocytopenia
25503805,http://www.ebi.ac.uk/efo/EFO_0006816,response to heparin
25514360,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
25514360,http://www.ebi.ac.uk/efo/EFO_0006897,airway responsiveness measurement
25517131,http://www.ebi.ac.uk/efo/EFO_0006898,airway wall thickness measurement
25524241,http://www.ebi.ac.uk/efo/EFO_0006865,urgency urinary incontinence
25524916,http://www.ebi.ac.uk/efo/EFO_0004471,insulin sensitivity measurement
25524916,http://www.ebi.ac.uk/efo/EFO_0006830,insulin metabolic clearance rate measurement
25524916,http://www.ebi.ac.uk/efo/EFO_0006831,acute insulin response measurement
25524916,http://www.ebi.ac.uk/efo/EFO_0006832,disposition index measurement
25524916,http://www.ebi.ac.uk/efo/EFO_0006833,glucose effectiveness measurement
25524916,http://www.ebi.ac.uk/efo/EFO_0006896,glucose homeostasis measurement
25526632,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
25526632,http://www.ebi.ac.uk/efo/EFO_0000714,survival time
25533491,http://www.ebi.ac.uk/efo/EFO_0000714,survival time
25533491,http://www.ebi.ac.uk/efo/EFO_0001420,sepsis
25533491,http://www.ebi.ac.uk/efo/EFO_0003106,pneumonia
25533491,http://www.ebi.ac.uk/efo/EFO_0006834,septic shock
25533513,http://www.ebi.ac.uk/efo/EFO_0006817,yang deficiency
25534755,http://www.ebi.ac.uk/efo/EFO_0003756,autism spectrum disorder
25534755,http://www.ebi.ac.uk/efo/EFO_0003758,autism
25534755,http://www.ebi.ac.uk/efo/EFO_0005426,autism spectrum disorder symptom
25551457,http://www.ebi.ac.uk/efo/EFO_0004329,alcohol drinking
25551457,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
25551457,http://www.ebi.ac.uk/efo/EFO_0004623,fibrinogen measurement
25551457,http://www.ebi.ac.uk/efo/EFO_0006527,smoking status measurement
25552591,http://www.ebi.ac.uk/efo/EFO_0006900,endothelial growth factor measurement
25552591,http://www.ebi.ac.uk/efo/EFO_0006901,angiopoietin-2 measurement
25552591,http://www.ebi.ac.uk/efo/EFO_0006902,angiopoietin-2 receptor measurement
25552591,http://www.ebi.ac.uk/efo/EFO_0006903,hepatocyte growth factor measurement
25557950,http://purl.obolibrary.org/obo/HP_0012219,erythema nodosum
25557950,http://www.ebi.ac.uk/efo/EFO_0000384,crohn's disease
25557950,http://www.ebi.ac.uk/efo/EFO_0005624,ileocolitis
25557950,http://www.ebi.ac.uk/efo/EFO_0005627,perianal Crohn's disease
25557950,http://www.ebi.ac.uk/efo/EFO_0006818,stricture
25557950,http://www.ebi.ac.uk/efo/EFO_0006819,mild disease course
25557950,http://www.ebi.ac.uk/efo/EFO_0006820,complicated disease course
25561047,http://www.ebi.ac.uk/efo/EFO_0006920,BNP measurement
25562107,http://purl.obolibrary.org/obo/GO_0097366,response to bronchodilator
25562107,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
25562672,http://www.ebi.ac.uk/efo/EFO_0006876,seasonality measurement
25566987,http://www.ebi.ac.uk/efo/EFO_0001071,lung carcinoma
25566987,http://www.ebi.ac.uk/efo/EFO_0006924,household air pollution measurement
25569183,http://www.ebi.ac.uk/efo/EFO_1000630,marginal zone B-cell lymphoma
25574032,http://www.ebi.ac.uk/efo/EFO_0000660,polycystic ovary syndrome
25574825,http://www.ebi.ac.uk/efo/EFO_0000274,atopic eczema
25574825,http://www.ebi.ac.uk/efo/EFO_0000676,psoriasis
25574825,http://www.ebi.ac.uk/efo/EFO_1000636,inflammatory skin disease
25575512,http://www.ebi.ac.uk/efo/EFO_0006925,lipoprotein A measurement
25581431,http://www.orpha.net/ORDO/Orphanet_398934,malignant epithelial tumor of ovary
25583994,http://www.ebi.ac.uk/efo/EFO_0005672,acute coronary syndrome
25583994,http://www.ebi.ac.uk/efo/EFO_0006916,response to dalcetrapib
25583994,http://www.ebi.ac.uk/efo/EFO_0006919,cardiovascular event measurement
25584925,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
25599974,http://www.ebi.ac.uk/efo/EFO_0006917,spontaneous preterm birth
25599974,http://www.ebi.ac.uk/efo/EFO_0006921,birth measurement
25599974,http://www.ebi.ac.uk/efo/EFO_0006922,delivery measurement
25601762,http://purl.obolibrary.org/obo/GO_0051384,response to glucocorticoid
25601762,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
25601762,http://www.ebi.ac.uk/efo/EFO_0005921,FEV change measurement
25607358,http://www.ebi.ac.uk/efo/EFO_0004830,caudate nucleus volume
25607358,http://www.ebi.ac.uk/efo/EFO_0004886,intracranial volume
25607358,http://www.ebi.ac.uk/efo/EFO_0005035,hippocampal volume
25607358,http://www.ebi.ac.uk/efo/EFO_0006931,nucleus accumbens volume
25607358,http://www.ebi.ac.uk/efo/EFO_0006932,putamen volume
25607358,http://www.ebi.ac.uk/efo/EFO_0006933,pallidum volume
25607358,http://www.ebi.ac.uk/efo/EFO_0006934,amygdala volume
25607358,http://www.ebi.ac.uk/efo/EFO_0006935,thalamus volume
25616667,http://www.ebi.ac.uk/efo/EFO_0003885,multiple sclerosis
25616667,http://www.ebi.ac.uk/efo/EFO_0005206,oligoclonal band measurement
25616667,http://www.ebi.ac.uk/efo/EFO_0006929,IgG index
25625606,http://www.ebi.ac.uk/efo/EFO_0005035,hippocampal volume
25625606,http://www.ebi.ac.uk/efo/EFO_0005039,hippocampal atrophy
25628336,http://www.ebi.ac.uk/efo/EFO_0006928,motion sickness
25628645,http://www.ebi.ac.uk/efo/EFO_0006952,cytotoxicity measurement
25628645,http://www.ebi.ac.uk/efo/EFO_0006996,response to homoharringtonine
25629512,http://www.ebi.ac.uk/efo/EFO_0004683,wet macular degeneration
25631615,http://www.ebi.ac.uk/efo/EFO_0006937,optic disc area measurement
25631615,http://www.ebi.ac.uk/efo/EFO_0006940,optic cup area measurement
25637336,http://www.ebi.ac.uk/efo/EFO_0006941,grip strength measurement
25637523,http://www.ebi.ac.uk/efo/EFO_0004695,intraocular pressure measurement
25637581,http://www.ebi.ac.uk/efo/EFO_0006946,behavioural disinhibition measurement
25642632,http://www.ebi.ac.uk/efo/EFO_0001054,leprosy
25643325,http://www.ebi.ac.uk/efo/EFO_0004991,myasthenia gravis
25644374,http://www.ebi.ac.uk/efo/EFO_0001071,lung carcinoma
25644374,http://www.ebi.ac.uk/efo/EFO_0006953,family history of lung cancer
25644384,http://www.ebi.ac.uk/efo/EFO_0003925,cognition
25646338,http://www.ebi.ac.uk/efo/EFO_0006821,trans fatty acid measurement
25646338,http://www.ebi.ac.uk/efo/EFO_0006822,trans-16:1n-7 fatty acid measurement
25646338,http://www.ebi.ac.uk/efo/EFO_0006823,total trans-18:1 fatty acid measurement
25646338,http://www.ebi.ac.uk/efo/EFO_0006824,cis/trans-18:2 fatty acid measurement
25646338,http://www.ebi.ac.uk/efo/EFO_0006825,trans/cis-18:2 fatty acid measurement
25646338,http://www.ebi.ac.uk/efo/EFO_0006826,trans/trans-18:2 fatty acid measurement
25646370,http://www.ebi.ac.uk/efo/EFO_0004274,gout
25648963,http://www.ebi.ac.uk/efo/EFO_0004874,memory performance
25648963,http://www.ebi.ac.uk/efo/EFO_0006805,word list delayed recall measurement
25648963,http://www.ebi.ac.uk/efo/EFO_0006806,paragraph delayed recall measurement
25649181,http://www.ebi.ac.uk/efo/EFO_0007006,depressive symptom measurement
25649181,http://www.ebi.ac.uk/efo/EFO_0007010,drug use measurement
25649181,http://www.ebi.ac.uk/efo/EFO_0007011,SSRI use measurement
25649651,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
25649651,http://www.ebi.ac.uk/efo/EFO_0000714,survival time
25656473,http://purl.obolibrary.org/obo/GO_0097338,response to clozapine
25656473,http://www.ebi.ac.uk/efo/EFO_0006952,cytotoxicity measurement
